INST_CODE, INST_CODE,PLACE,DIST,COED,TYPE,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,TUITION_FEE 2016,AFFILIATED,YEAR,EWS_BOYS,EWS_GIRLS,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29628,29628,49282,73967,44129,44129,29628,40573,43346,43346,62507,62507,29963,33273,78124,78124,70000,JNTUH,2020,,,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,17900,17900,47720,51243,26289,28089,26772,26772,26567,27363,50136,50136,66310,68045,47375,77368,70000,JNTUH,2020,,,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),23651,29911,55076,55076,35020,35020,38304,38304,37078,37078,40024,47467,67011,67011,30940,32831,70000,JNTUH,2020,,,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,29801,29814,75696,84487,43947,46363,39707,39707,38953,51415,73836,80829,85760,85760,62991,84178,70000,JNTUH,2020,,,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,70000,JNTUH,2020,,,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,20451,21134,43708,66628,33037,38661,20451,21134,31999,37544,43015,58615,71571,71958,61909,78422,70000,JNTUH,2020,,,
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,47343,47343,83791,83791,71106,71106,47343,66385,83974,83974,47343,47343,86163,86163,59062,81352,70000,JNTUH,2020,,,
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,WGU,COED,PVT,CIV,CIVIL ENGINEERING,72298,72298,72298,72416,72298,72298,72298,72298,72298,72298,72298,74848,79257,80620,80595,80595,61000,JNTUH,2020,,,
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,WGU,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,71525,71525,82064,82064,81661,81661,71525,85003,71525,71525,83930,83930,82026,82026,85682,85682,61000,JNTUH,2020,,,
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,WGU,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),72729,72729,72729,72729,72729,72729,72729,72729,72729,72729,72729,72729,86131,86131,72729,76813,61000,JNTUH,2020,,,
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,WGU,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,61000,JNTUH,2020,,,
TRRC,T R R COLLEGE OF ENGINEERING,PATANCHERU,SRD,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,54000,JNTUH,2020,,,
TRRC,T R R COLLEGE OF ENGINEERING,PATANCHERU,SRD,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,54000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,CIV,CIVIL ENGINEERING,50174,50174,72717,83718,71398,85353,64272,64272,84189,84189,83636,83636,82518,83447,85738,85738,86000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),70098,70098,70098,70098,83737,83737,70098,70098,81732,81732,70098,70098,84098,85844,70098,79521,86000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,30107,34731,81086,84600,57686,57686,54961,54961,49628,59720,47470,84007,72640,72640,63019,74802,86000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),62822,64632,82311,82311,80780,83906,62822,66745,74684,74684,82241,82241,85676,85676,70433,75663,86000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40968,40968,75136,82012,84975,84975,68617,76309,69417,69417,62326,71374,77852,78510,68675,68675,86000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,42541,42541,79291,79291,80697,80697,42541,42541,82067,82067,42541,42541,85717,85833,68600,80000,86000,JNTUH,2020,,,
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGU,COED,PVT,MEC,MECHANICAL ENGINEERING,70141,70141,70141,70141,75051,84819,70141,70141,70141,70141,82691,82691,78256,78256,74724,85956,86000,JNTUH,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,CIV,CIVIL ENGINEERING,9098,9321,18928,18928,18078,26956,9098,9321,17499,17499,9098,45518,26198,27709,17930,17930,130000,OU,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,1095,1454,3355,4962,2106,2106,7449,7449,1658,2148,2922,4261,11459,11630,8926,12738,130000,OU,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1400,1551,5163,5756,2355,2869,1400,1551,2670,2899,3899,3899,12304,18317,16305,35689,130000,OU,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2559,3299,9498,17497,5352,5964,14547,14547,4681,7541,7074,11160,17700,23816,15102,15422,130000,OU,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,5003,5003,23000,24460,8282,9542,5003,5003,9383,10388,5003,5003,24917,25255,11767,18253,130000,OU,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,INF,INFORMATION TECHNOLOGY,2755,2755,10404,14270,3977,5155,11310,11310,4011,5793,4528,11607,21052,22899,19379,22518,130000,OU,2020,,,
VASV,VASAVI COLLEGE OF ENGINEERING,HYDERABAD,HYD,COED,PVT,MEC,MECHANICAL ENGINEERING,7946,14536,35619,73213,23285,30215,25265,25265,19406,34197,28597,28597,41979,55300,22162,37519,130000,OU,2020,,,
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),59070,61892,59070,61892,81450,81450,59070,61892,82566,82566,59070,61892,68736,73263,59070,61892,62000,JNTUH,2020,,,
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),63612,63612,63612,63612,63612,63612,63612,63612,63612,63612,63612,63612,66183,83114,63612,63612,62000,JNTUH,2020,,,
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,32440,34173,83734,83734,66940,66940,59775,59775,58903,71872,84804,84804,85630,85630,67065,78053,62000,JNTUH,2020,,,
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),55250,55250,55250,55250,69045,69045,55250,55250,76770,76770,55250,55250,84747,84747,55250,55250,62000,JNTUH,2020,,,
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,COED,PVT,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),86187,86187,86199,86199,86187,86187,86187,86187,86187,86187,86187,86200,86189,86190,86187,86187,62000,JNTUH,2020,,,
VBEC,VIGNANA BHARATHI ENGINEERING COLLEGE,IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47253,58438,77903,77903,64909,79910,47253,58438,60038,60038,67049,67352,85786,85786,58754,74901,62000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,47529,70757,75421,82235,85511,85511,76061,76061,80896,80896,77310,77310,80488,85392,72701,80462,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,32239,32239,51449,73497,46640,67735,32239,60281,58789,58789,82236,82236,79490,79490,59403,72887,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),30849,34209,69936,69936,35623,60850,30849,34209,39450,46463,51463,58818,83768,83768,66781,66781,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29385,32422,53856,61082,51502,51502,29385,32422,44688,44688,63655,63655,77925,80591,63509,74428,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,16342,17266,41272,55392,29008,31143,40599,65904,27994,27994,52146,52146,62986,67803,45986,69005,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),20103,20103,34254,34254,29094,35086,20103,54829,37378,45171,36667,60619,78983,78983,32976,67813,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,27089,27089,65559,80738,40893,51059,60055,60055,42438,49875,79133,79133,80635,82880,64439,76145,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65714,65714,73577,85901,82805,82805,65714,78419,67497,67497,69872,69872,80569,83678,65714,77380,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,23542,24809,68251,68251,34451,44541,35819,35819,34801,38577,61413,61413,79219,79219,55396,79993,85000,JNTUH,2020,,,
VBIT,VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,68426,68426,74841,74841,75756,76135,68426,68426,80629,84896,85658,85658,81411,81411,77465,77465,85000,JNTUH,2020,,,
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,59647,59647,59647,59647,83199,83199,59647,59647,59647,59647,59647,59647,59647,59647,61197,61197,54000,JNTUH,2020,,,
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,38557,44769,73250,73250,73006,74905,71704,71704,78123,78123,76689,76689,81016,81016,58210,74753,54000,JNTUH,2020,,,
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,54000,JNTUH,2020,,,
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66280,66458,66280,66458,66280,66458,66280,66458,66280,75278,69436,69436,66280,74479,66280,66458,54000,JNTUH,2020,,,
VCET,VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86199,86199,86187,86187,86187,86187,86187,86187,86187,86200,86189,86190,86187,86187,54000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,CIV,CIVIL ENGINEERING,64630,64630,64630,64630,64630,64630,64630,64630,64630,64630,65520,65520,83631,83631,84294,84294,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),53600,53600,72841,72841,53600,58953,53600,53600,60077,60077,72286,77634,64416,64416,53600,53600,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,20832,22053,59503,71191,33098,33098,32847,33042,34031,35284,49964,77795,80392,80392,65835,78261,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),30765,39217,46009,60301,58356,58356,30765,39217,37370,46873,62527,62527,75680,75680,30765,39217,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44991,44991,70927,70927,54975,54975,53863,53863,55313,60346,73281,73281,75258,76577,71557,71557,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,61940,61940,61940,83612,61940,66064,61940,61940,61940,61940,61940,61940,79708,85747,77114,77114,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,64995,64995,64995,64995,64995,64995,64995,64995,66810,66810,64995,64995,80521,80521,64995,64995,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,INF,INFORMATION TECHNOLOGY,28568,33086,62861,72595,37651,37651,38403,38403,42902,42902,78714,78714,82386,84826,69583,69651,93000,JNTUH,2020,,,
VGNT,VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,DESHMUKHI,YBG,COED,PVT,MEC,MECHANICAL ENGINEERING,67039,67039,67039,67039,72967,72967,67039,67039,67039,67039,67039,67039,78409,78409,77885,77885,93000,JNTUH,2020,,,
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CIV,CIVIL ENGINEERING,78126,78126,78126,78126,78126,84695,78126,78126,78126,78462,78126,78126,79673,83629,85379,85379,55000,JNTUH,2020,,,
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,58902,58902,84708,84708,71933,71933,58902,72476,78540,78540,66662,76819,85458,85458,68047,78262,55000,JNTUH,2020,,,
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),51130,63257,51130,63257,51130,63257,51130,63257,80866,80866,73638,73638,63588,79958,64064,65015,55000,JNTUH,2020,,,
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78616,78616,84468,84468,81882,81901,78616,78616,78616,78616,78616,78616,85045,85045,78616,78616,55000,JNTUH,2020,,,
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,63228,63228,63228,63228,63228,63228,63228,63228,63228,63228,63228,63228,85722,85722,76864,78829,55000,JNTUH,2020,,,
VGSE,VAAGESHWARI COLL OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,MEC,MECHANICAL ENGINEERING,85051,85051,85051,85051,85051,85051,85051,85051,85051,85051,85051,85051,85856,85856,85051,85051,55000,JNTUH,2020,,,
VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGU,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,48000,JNTUH,2020,,,
VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGU,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,41339,55477,71556,84099,66373,66373,55404,55477,55020,55477,83471,83471,85994,85994,78551,78551,48000,JNTUH,2020,,,
VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGU,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75811,76027,84933,84933,82592,83843,75811,76027,75811,82364,75811,76027,81193,81193,75811,76027,48000,JNTUH,2020,,,
VGWL,VAGDEVI ENGINEERING COLLEGE,WARANGAL,WGU,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40810,57260,77811,77811,75819,75819,40810,71600,58656,71904,82171,82171,80694,80694,76240,76240,48000,JNTUH,2020,,,
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YBG,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,42000,JNTUH,2020,,,
VISA,VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,BHONGIR,YBG,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,68432,42000,JNTUH,2020,,,
VITH,VINUTHNA INST OF TECHNOLOGY SCIENCE,HASANPARTHY,WGU,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,35000,KU,2020,,,
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,COED,PVT,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,55000,JNTUH,2020,,,
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,51621,51621,83113,83113,84936,84936,51621,51621,60951,60951,55335,55335,84784,84784,51621,73207,55000,JNTUH,2020,,,
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,55000,JNTUH,2020,,,
VITS,SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,MAHABUBNAGAR,MBN,COED,PVT,MEC,MECHANICAL ENGINEERING,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,82679,55000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,AUT,AUTOMOBILE ENGINEERING,21369,28492,53040,53040,45867,45867,82150,82150,27260,67970,70745,70745,71673,80730,41278,60078,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CIV,CIVIL ENGINEERING,11414,11414,33637,35950,24939,27354,11414,35452,17479,30433,38449,38449,32642,46936,23305,27078,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,3067,3151,10038,10038,4262,4412,3067,3151,5555,5650,3067,38772,30345,35056,3067,61219,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2143,2591,7851,7851,3425,4329,10969,10969,4270,4595,5022,5022,18218,31826,20970,34240,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),1768,2241,6959,6959,3076,3076,1768,2241,3730,4355,4752,7310,16361,26235,24449,24449,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,1527,1767,4723,5782,2732,3128,7171,7171,2501,3203,4930,5290,14352,15151,9529,14805,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1559,1592,5898,7606,2751,3884,1559,1592,3270,3270,4293,7638,15216,19388,17100,17100,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),2326,2676,9024,11580,3465,4247,2326,18083,4573,6635,8343,8343,20069,33287,25502,25502,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,3413,3700,12530,16028,6088,6088,3413,3700,5593,7272,11735,16167,19725,21534,17322,22586,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,5077,7014,35801,35801,12116,16379,58709,58709,9499,15820,21693,21693,27757,33115,18866,22274,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,14515,14593,57396,74395,25315,26492,14515,42177,26025,26025,78155,78155,76522,76522,55165,77331,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,3354,3419,11669,13125,4773,5619,12574,12574,4838,5945,11786,14511,25338,25338,19592,27875,131000,JNTUH,2020,,,
VJEC,V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,8982,11613,37658,47401,22124,40863,8982,51252,20489,38983,34709,41532,48862,79410,23710,57531,131000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,AI,ARTIFICIAL INTELLIGENCE,17184,17184,81524,81524,27422,47668,17184,53974,25698,32106,41402,41402,53115,76624,46253,62089,115000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,CIV,CIVIL ENGINEERING,46544,46544,80840,80840,85078,85078,59148,59148,62432,65537,75056,75056,81637,81637,49853,73232,115000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),18547,18547,47430,53076,27518,29350,18547,18547,26811,30137,21542,39666,79995,79995,63753,80492,115000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,CSE,COMPUTER SCIENCE  AND  ENGINEERING,14164,14164,37553,46302,23141,23141,45338,45338,24842,27376,30463,35258,57175,57175,35535,55729,115000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22917,23363,54398,83184,36708,48030,75021,75021,41810,41810,68312,69724,77945,80471,55659,75989,115000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,30344,42289,82407,82407,82353,83176,38586,47926,63415,63415,79177,79177,79800,83068,53594,62501,115000,JNTUH,2020,,,
VJIT,VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,MOINABAD,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,20890,20890,67780,78302,31906,31906,81022,81022,32664,38628,45386,61456,70412,82951,59690,85895,115000,JNTUH,2020,,,
