INST_CODE, INST_CODE,PLACE,DIST,COED,TYPE,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,TUITION_FEE 2016,AFFILIATED,YEAR,EWS_BOYS,EWS_GIRLS,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CIV,CIVIL ENGINEERING,31059,31059,81656,123430,69638,120922,31059,31059,45634,58875,44712,44712,77207,77207,64469,140661,140000,OU,2023,48576,48576,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,2447,2796,4952,6333,3126,3126,10181,10181,3448,3448,4250,5447,12557,12557,13533,16759,140000,OU,2023,2447,3023,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2550,3000,5589,5589,3197,3883,2550,3000,2847,4716,4601,4601,15207,15207,16084,16084,140000,OU,2023,2952,3741,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7775,7899,21055,31855,13054,15272,27484,74712,11236,14812,16336,19354,32133,32133,27816,34988,140000,OU,2023,7775,9881,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,14028,18279,55258,57605,30693,30693,14028,18279,34577,34577,29755,45883,47833,47833,46658,66312,140000,OU,2023,15410,22307,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,4441,5410,10834,13524,7564,9792,22657,22657,6328,6328,6682,12200,27603,27603,25309,34266,140000,OU,2023,4856,5410,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,21411,42172,54482,127051,58425,86163,68608,68608,45613,66020,44380,144318,113621,149489,79136,149754,140000,OU,2023,32822,50674,
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,DRG,DAIRYING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,10000,VNRTV,2023,156852,156852,
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,COED,GOV,FDT,FOOD TECHNOLOGY,84145,143997,84145,143997,111199,143997,84145,143997,84145,143997,84145,143997,106249,143997,150606,150606,9700,PJTSAU,2023,84145,143997,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),58650,146442,116938,146442,156607,156607,58650,146442,128111,146442,58650,146442,138793,146442,145241,151625,60000,JNTUH,2023,58650,146442,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,54342,54342,142281,143834,145088,145088,54342,54342,124833,144549,94603,131156,154782,154782,153222,156527,60000,JNTUH,2023,133183,133183,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),87669,87669,127889,155504,149833,149833,87669,87669,123933,139801,87669,87669,150762,151108,155393,155393,60000,JNTUH,2023,133079,133079,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CIV,CIVIL ENGINEERING,81362,102497,81362,102497,142655,142655,81362,102497,81362,102497,81362,102497,81362,102497,95360,102497,63000,JNTUH,2023,81362,102497,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,87491,87491,87541,109711,97468,102256,100623,100623,108247,108247,87491,89706,150274,153593,152843,152843,63000,JNTUH,2023,91016,105325,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CSG,COMPUTER SCIENCE & DESIGN,104076,104076,138591,138591,146394,146394,104076,104076,112311,135693,143171,143171,152410,152410,146978,146978,63000,JNTUH,2023,104076,135642,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,89668,92438,137631,137631,116995,117553,89668,92438,151482,151482,146308,146308,155715,155715,130729,153631,63000,JNTUH,2023,142738,142738,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,63000,JNTUH,2023,156852,156852,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,63000,JNTUH,2023,156852,156852,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,87627,87627,129247,141556,146451,146451,134179,134179,140397,140397,131102,131102,153210,153210,139674,139674,60000,JNTUH,2023,114427,114427,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,92651,135615,145598,145598,136867,136867,135491,135615,146380,146380,127684,139753,156619,156619,140861,140861,60000,JNTUH,2023,135736,135736,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),87213,87213,112426,129629,117999,117999,87213,97664,92252,92252,119573,119573,130455,130455,135891,135891,60000,JNTUH,2023,133769,133769,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,113435,113435,113435,117405,113435,113435,113435,113435,114743,114743,120300,146684,134676,142421,140243,140243,60000,JNTUH,2023,128420,136374,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,101865,101865,144754,144754,134154,145622,101865,101865,101865,101865,101865,101865,156017,156017,140852,140852,60000,JNTUH,2023,101865,101865,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),37143,37143,76280,95595,51242,56966,48979,101883,51275,51275,78607,127109,133448,147703,148450,152055,105000,JNTUH,2023,37143,37143,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,27976,29172,62851,71336,43308,44959,98692,113249,34934,40350,61262,110998,84260,103020,95708,146799,105000,JNTUH,2023,29720,29720,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,37931,37931,74379,130579,58018,77313,37931,37931,51156,51156,86202,91656,148970,148970,152607,152607,105000,JNTUH,2023,40549,40549,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),34895,35115,79701,100939,47532,55315,48529,122930,46554,47221,81240,132680,122542,136520,150070,154625,105000,JNTUH,2023,35103,35115,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45011,49365,102919,121358,65564,77980,65456,65456,65562,74380,121904,136862,148740,152493,130454,156109,105000,JNTUH,2023,45333,49365,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,23631,39285,98820,103480,59742,63854,23631,56219,52516,62456,97668,134957,127194,127539,149838,155907,105000,JNTUH,2023,40355,40355,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CIV,CIVIL ENGINEERING,53826,68510,146148,146148,122562,122562,106793,106793,129558,129558,142037,142037,152401,156513,156729,156729,115000,JNTUH,2023,117290,137546,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),18245,19490,46592,54188,29701,31125,18245,97067,29986,30105,52539,52539,78265,78265,89933,129035,115000,JNTUH,2023,18964,19490,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),12778,16562,37435,43386,28303,28303,12778,16562,22160,25090,48672,48672,58062,61531,87616,95132,115000,JNTUH,2023,17636,17636,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,15644,15644,37564,45411,25219,25219,48441,48441,22931,22931,30210,56972,55551,55551,58439,73101,115000,JNTUH,2023,15644,15644,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),16814,16921,47550,53844,27710,28028,63804,63804,25979,26937,44355,68539,73557,82202,98304,117470,115000,JNTUH,2023,17546,17546,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,32708,32708,72442,72442,51883,53597,73029,73029,44467,47875,87013,87013,112639,120739,119627,155298,115000,JNTUH,2023,32708,34860,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,23202,23202,136297,143434,130034,145117,23202,112998,94842,111313,23202,69707,129670,150969,153117,153117,115000,JNTUH,2023,83035,83035,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,115000,JNTUH,2023,156852,156852,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),30183,30183,73112,73112,44696,46665,30183,48675,43421,48360,71608,93533,123139,146797,139650,151459,110000,JNTUH,2023,31789,32231,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,24068,24068,57232,68878,35750,38417,97703,97703,32768,33192,55068,99407,86884,98124,97877,114603,110000,JNTUH,2023,24796,24796,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),30168,30508,72947,74465,43929,44021,118430,118430,43273,47346,100053,140550,117022,123270,152884,153863,110000,JNTUH,2023,30805,31689,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43215,48354,108241,111373,66569,74677,69983,69983,66816,70054,118567,128930,148148,152646,153291,156049,110000,JNTUH,2023,43342,48646,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),39249,41490,79511,99246,60837,60973,115242,115242,53517,61336,117367,143437,148320,153337,155631,156064,75000,JNTUH,2023,40578,41490,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,34636,38163,68178,71478,54716,54716,93826,93826,45344,45344,102147,102147,96912,119574,113483,139353,75000,JNTUH,2023,36553,38163,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),37232,37232,92016,102703,56837,63256,112548,112548,50576,57731,89358,106817,133379,152199,156519,156519,75000,JNTUH,2023,39886,39886,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37515,53235,110184,110950,72123,86478,64572,64572,72902,73640,109600,109600,154887,155863,153480,154882,75000,JNTUH,2023,51346,57419,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,46530,46587,107659,130768,73728,74636,60844,66395,65310,68695,130534,140122,153949,153949,153357,156215,75000,JNTUH,2023,46530,46587,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11015,11358,31765,32338,18632,19160,11015,11358,15542,21304,33090,33090,55268,56232,62441,78899,150000,JNTUH,2023,11499,11499,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10696,11048,26920,29852,18988,20214,10696,11048,14682,17928,10696,33336,41449,72250,68099,73628,150000,JNTUH,2023,11121,11795,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,41961,41961,89696,134038,83336,83336,85832,85832,71519,136964,91583,91583,94576,139675,97000,155964,150000,JNTUH,2023,41961,86864,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,12426,12684,36660,36660,24784,24784,12426,12684,19860,19860,19085,55856,64336,72985,90221,115867,150000,JNTUH,2023,12426,12882,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11709,11868,30551,39343,20130,20130,11709,16271,16290,18393,26360,45109,50138,50552,47879,74007,150000,JNTUH,2023,11709,11868,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9050,9340,27988,28375,16452,16452,53868,53868,14573,17222,21058,32013,44737,45319,42650,58280,150000,JNTUH,2023,9050,10492,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,7257,7360,21480,24635,11130,12511,22519,39850,10660,10660,19834,19834,33325,33325,33030,57330,150000,JNTUH,2023,7530,7530,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),7937,8116,22542,25932,12386,13227,34166,34166,12501,12540,23835,31630,40223,42076,39468,58402,150000,JNTUH,2023,8434,8434,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,13046,13555,34398,45420,23712,23712,13046,74973,24460,24460,31265,59284,51022,58550,53227,143654,150000,JNTUH,2023,13724,14102,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,14985,14985,80759,85670,47788,47788,14985,14985,67112,67112,115918,115918,53845,142136,89431,153507,150000,JNTUH,2023,14985,42804,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,43814,43814,69696,69696,68812,113448,43814,43814,77109,94695,127950,127950,148993,154865,126808,149252,150000,JNTUH,2023,43814,89659,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,47870,47870,47870,137324,92143,114068,47870,47870,63287,86635,47870,47870,149835,153623,152533,152533,150000,JNTUH,2023,47870,82719,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,AI,ARTIFICIAL INTELLIGENCE,12555,13361,37872,46271,23773,23773,12555,13361,20134,30846,36481,36481,43114,43114,47365,47365,135000,AG UNIV,2023,14683,17790,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,64032,125126,152427,152427,156116,156116,124951,125126,134991,134991,64032,125126,155336,155446,156398,156398,135000,AG UNIV,2023,95216,125126,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,11653,13673,33126,33395,20909,20909,33372,33372,19922,20898,29960,35020,40863,42977,40789,53194,135000,AG UNIV,2023,13062,14044,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25607,26433,63284,83652,43398,43752,80866,80866,38431,40735,64804,135502,88912,114141,94098,129289,135000,AG UNIV,2023,25607,26433,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,34299,38352,126970,129754,123905,123905,79819,79819,79186,125141,146704,146704,148731,151314,140806,151940,135000,AG UNIV,2023,64292,69042,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,17515,17515,43684,45745,27649,28333,17515,66601,26046,28070,38303,74084,65594,77512,92060,122575,135000,AG UNIV,2023,17515,18164,
CVSR,ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,117770,117770,117770,117770,145310,145310,117770,117770,136966,139545,117770,117770,148557,150355,156769,156769,135000,AG UNIV,2023,117770,117770,
DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,50000,JNTUH,2023,156852,156852,
DARE,DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,KHAMMAM,KHM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156864,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,50000,JNTUH,2023,156852,156852,
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,47193,51777,135171,140403,127597,144256,109084,109084,124257,124257,109401,109401,151082,155395,154328,155981,60000,JNTUH,2023,99559,142734,
DRKC,D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,50019,50019,50019,98697,139372,139372,50019,50019,143120,143120,135398,135398,138759,156147,156441,156441,60000,JNTUH,2023,50019,119349,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),74205,98704,134162,134162,94954,125461,112158,112158,105237,130407,144352,144352,150786,156624,148153,150703,60000,JNTUH,2023,105306,110935,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,104176,135797,139111,139111,143116,143116,104176,142396,133242,139487,142010,142010,154239,154417,152339,152339,60000,JNTUH,2023,104964,135797,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),92413,92413,145186,145186,139944,144502,145332,145332,118039,118039,143365,143365,155744,156753,155600,156174,60000,JNTUH,2023,115516,124756,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
DRKI,D R K INSTITUTE OF SCI AND TECHNOLOGY,BOWRAMPET,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),58025,58025,136026,136085,128408,140676,58025,58025,132948,132948,87867,140433,154007,155599,155856,155856,60000,JNTUH,2023,58025,90898,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,29179,82052,143501,143501,134211,142013,134003,134003,140640,140640,136358,136358,155475,156442,155674,155674,60000,JNTUH,2023,103994,146346,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),52702,146678,145900,146678,145746,146678,116705,146678,144783,146678,123118,146678,156444,156444,144231,146678,60000,JNTUH,2023,134723,146678,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,130832,130832,130832,130832,131464,145666,130832,130832,130832,143671,139820,139820,133893,133893,145134,145134,60000,JNTUH,2023,130832,130832,
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,60000,JNTUH,2023,156852,156852,
GATE,GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,KODAD,SRP,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,77694,77694,156739,156739,103771,134656,77694,77694,146223,146223,110731,110731,149650,149650,152575,156861,100000,JNTUH,2023,77694,104057,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,CIV,CIVIL ENGINEERING,84462,84462,84462,118524,136086,136086,84462,84462,84462,140055,84462,84462,117724,117724,155003,155003,120000,JNTUH,2023,84462,108722,
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),29020,29351,77051,83296,45111,49971,127040,127040,45274,45274,71071,87125,109781,125651,147583,154381,120000,JNTUH,2023,29020,31266,
